순취득",수출,최종수요계,총수요계,총산출,수입,생산물세(수입),수입계,도소매마진,화물운임,총공급계,,
640,"영상,오디오물 제작 및 배급",78 ,73 ,209 ,33 ,237 ,346 ,752 ,349 ,11 ,3 ,6 ,195 ,354 ,23 ,9 ,7 ,53 ,175 ,292 ,200 ,184 ,99 ,4 ,23 ,194 ,135 ,190 ,297 ,54 ,246 ,244 ,3 ,159 ,455 ,"25,137 ",25 ,933 ,19 ,92 ,196 ,394 ,28 ,660 ,107 ,92 ,412 ,272 ,469 ,"2,227 ",70 ,134 ,187 ,128 ,56 ,261 ,250 ,15 ,"1,872 ",561 ,263 ,463 ,292 ,162 ,"1,063 ",544 ,893 ,"1,561 ",45 ,247 ,147 ,145 ,309 ,239 ,132 ,509 ,111 ,149 ,447 ,157 ,255 ,182 ,339 ,38 ,331 ,186 ,286 ,491 ,263 ,190 ,76 ,241 ,516 ,500 ,150 ,10 ,658 ,213 ,40 ,373 ,405 ,243 ,200 ,995 ,295 ,4 ,85 ,52 ,324 ,249 ,508 ,910 ,770 ,470 ,156 ,205 ,172 ,25 ,"18,707 ",34 ,704 ,227 ,"1,767 ",510 ,544 ,419 ,606 ,86 ,239 ,"27,992 ","8,439 ","1,048 ",814 ,"1,339,103 ","410,777 ","118,582 ","1,397 ","12,180 ","1,616,817 ","1,978 ","1,609 ","3,075 ",524 ,0 ,"1,000 ","2,759 ","10,280 ","136,563 ","589,423 ",153 ,"4,554 ","62,278 ",483 ,437 ,"2,435 ","518,737 ","10,603 ","404,077 ","26,164 ","127,923 ","544,464 ","615,616 ","5,648 ","1,037 ","4,749 ","5,585 ","6,702,719 ","1,720,242 ",0 ,"2,816,744 ",0 ,0 ,0 ,"381,025 ","4,918,011 ","11,620,730 ","11,376,022 ","244,708 ",0 ,"244,708 ",0 ,0 ," 11,620,730 ",,
651,중앙은행 및 예금취급기관,"220,903 ","360,658 ","79,679 ","188,196 ","259,371 ","5,875 ","268,559 ","26,489 ","8,808 ","1,788 ","2,058 ","26,710 ","219,913 ","73,948 ","80,857 ","17,518 ","80,565 ","72,818 ","163,694 ","78,098 ","25,415 ","32,308 ","2,836 ","30,022 ","87,652 ","28,977 ","193,909 ","237,059 ","70,169 ","58,908 ","55,927 ","1,080 ","77,861 ","139,822 ","146,648 ",615 ,"93,307 ","10,479 ","169,413 ","70,633 ","155,193 ","11,951 ","226,621 ","21,138 ","24,164 ","67,149 ","72,849 ","59,829 ","193,336 ","320,460 ","378,872 ","88,694 ","25,689 ","32,597 ","145,257 ","79,708 ","20,824 ","286,113 ","64,203 ","143,963 ","132,597 ","108,426 ","34,866 ","376,792 ","115,819 ","276,693 ","315,014 ","349,628 ","144,405 ","39,068 ","38,172 ","48,385 ","150,486 ","22,434 ","233,164 ","46,981 ","51,215 ","148,076 ","118,908 ","62,269 ","44,972 ","150,908 ","63,275 ","110,439 ","124,979 ","121,926 ","250,965 ","132,255 ","141,541 ","77,734 ","156,479 ","293,177 ","159,908 ","510,057 ","14,006 ","576,366 ","347,770 ","32,729 ","58,533 ","24,597 ","128,064 ","112,226 ","631,279 ","307,936 ","120,646 ","30,934 ","8,165 ","22,851 ","209,516 ","10,774 ","479,879 ","480,948 ","104,908 ","145,514 ","98,197 ","140,923 ","52,128 ","5,890,259 ","25,039 ","234,266 ","106,334 ","131,373 ","67,178 ","72,233 ","212,906 ","164,839 ","12,845 ","42,998 ","1,005,774 ","1,192,987 ","41,500 ","6,680 ","21,180 ","21,039 ","93,238 ","73,900 ","367,750 ","82,807 ","1,790,307 ","876,443 ","95,335 ","451,757 ","13,665,586 ","2,558,166 ","1,334,499 ","73,187 ","1,768,972 ","55,968 ","96,528 ","145,691 ","175,558 ","76,328 ","56,904 ","95,010 ","913,469 ","7,871 ","300,843 ","971,483 ","95,014 ","61,201 ","416,563 ","282,214 ","202,671 ","1,544,172 ",0 ,"53,457,922 ","10,186,425 ",0 ,0 ,0 ,0 ,0 ,"1,822,921 ","12,009,346 ","65,467,268 ","63,753,719 ","1,713,549 ",0 ,"1,713,549 ",0 ,0 ," 65,467,268 ",,
659,기타 금융중개기관,"7,910 ","21,798 ","9,918 ","19,417 ","22,032 ","4,130 ","12,801 ","2,176 ","3,454 ",139 ,"1,015 ","8,179 ","41,638 ","14,617 ","12,627 ","2,482 ","28,561 ","14,898 ","31,068 ","17,009 ","11,026 ","9,458 ","5,536 ","14,544 ","18,898 ","8,579 ","22,908 ","21,376 ","15,089 ","12,271 ","15,713 ",360 ,"16,177 ","29,049 ","24,309 ",585 ,"88,683 ","14,918 ","122,949 ","51,172 ","73,383 ","8,270 ","58,575 ","12,547 ","16,506 ","33,505 ","30,620 ","18,472 ","104,799 ","12,224 ","9,343 ","14,798 ","7,963 ","12,154 ","27,583 ","19,680 ","8,346 ","115,841 ","29,825 ","61,159 ","47,300 ","29,537 ","15,764 ","98,647 ","16,288 ","35,850 ","42,737 ","233,101 ","139,759 ","37,811 ","6,847 ","23,916 ","178,299 ","17,480 ","46,090 ","6,427 ","15,440 ","63,972 ","35,849 ","18,773 ","26,438 ","45,496 ","6,788 ","11,849 ","13,409 ","13,081 ","40,564 ","14,190 ","29,489 ","31,394 ","38,967 ","71,127 ","28,913 ","114,086 ","3,728 ","260,888 ","112,063 ","6,811 ","13,946 ","2,269 ","19,601 ","22,922 ","39,226 ","342,490 ","106,200 ","21,893 ","3,082 ","49,170 ","25,167 ","37,567 ","276,854 ","228,938 ","51,858 ","174,286 ","42,157 ","66,801 ","25,768 ","947,219 ","59,568 ","85,679 ","151,585 ","108,533 ","48,235 ","22,637 ","32,189 ","44,778 ","1,232 ","8,734 ","144,654 ","109,431 ","147,701 ","6,950 ","13,218 ","25,129 ","124,659 ","38,388 ","25,705 ","40,494 ","1,561,540 ","1,275,872 ","2,414,278 ","910,213 ","4,431,138 ","1,735,382 ","131,585 ","172,467 ","813,832 ","28,073 ","44,210 ","71,691 ","82,069 ","24,870 ","13,298 ","174,740 ","1,022,405 ","27,073 ","617,781 ","468,183 ","244,249 ","53,494 ","96,986 ","110,854 ","35,673 ","21,890 ",0 ,"23,754,989 ","10,962,217 ",0 ,0 ,0 ,0 ,0 ,"388,958 ","11,351,175 ","35,106,164 ","34,462,545 ","643,619 ",0 ,"643,619 ",0 ,0 ," 35,106,164 ",,
660,보험서비스,"-6,349 ","-149,442 ","-14,607 ","-156,224 ","-155,712 ",-250 ,"-109,575 ","-23,570 ","4,233 ",141 ,485 ,"10,287 ","38,757 ","16,521 ","10,508 ",867 ,"27,795 ","16,097 ","30,492 ","7,511 ","7,326 ","5,057 ","1,047 ","15,253 ","20,360 ","15,930 ","30,874 ","36,508 ","12,257 ","13,219 ","23,494 ",364 ,"16,411 ","29,472 ","43,503 ",170 ,"25,789 ","12,425 ","124,653 ","50,078 ","77,771 ","18,145 ","40,626 ","9,697 ","12,278 ","25,714 ","25,651 ","18,491 ","129,782 ","11,334 ","11,922 ","14,788 ","9,269 ","6,222 ","25,883 ","22,031 ","2,694 ","43,329 ","30,238 ","37,182 ","45,505 ","24,986 ","13,313 ","129,717 ","15,295 ","44,290 ","51,500 ","188,060 ","141,698 ","38,336 ","3,744 ","20,021 ","173,718 ","16,937 ","57,307 ","3,977 ","14,786 ","63,933 ","34,327 ","17,977 ","25,317 ","43,565 ","8,339 ","14,555 ","16,470 ","16,069 ","44,583 ","17,430 ","15,602 ","40,911 ","52,083 ","72,113 ","36,607 ","62,059 ","4,094 ","193,807 ","85,191 ","15,619 ","9,432 ","1,973 ","31,491 ","63,932 ","112,424 ","77,298 ","9,838 ","8,866 ",73 ,"31,296 ","56,584 ","50,034 ","366,620 ","667,130 ","52,577 ","321,235 ","128,301 ","70,229 ","26,125 ","1,329,066 ","8,573 ","389,691 ","99,360 ","31,999 ","20,018 ","18,594 ","15,476 ","46,599 ","3,675 ","20,576 ","365,697 ","28,403 ","68,611 ",566 ,"11,153 ","24,508 ","119,896 ","20,239 ","21,246 ","24,025 ","175,697 ","94,975 ","1,278,642 ","86,218 ","358,587 ","431,939 ","50,373 ","70,686 ","667,370 ","31,850 ","166,609 ","94,396 ","83,207 ","90,911 ","71,759 ","100,476 ","448,927 ","11,887 ","342,037 ","793,918 ","116,385 ","38,892 ","47,089 ","53,916 ","63,413 ","38,911 ",0 ,"13,031,542 ","39,148,926 ",0 ,0 ,0 ,0 ,0 ,"831,994 ","39,980,920 ","53,012,462 ","51,935,492 ","1,076,970 ",0 ,"1,076,970 ",0 ,0 ," 53,012,462 ",,
670,금융 및 보험 보조서비스,"14,309 ","24,818 ","6,292 ","14,380 ","18,395 ","4,904 ","13,178 ","2,159 ",749 ,96 ,317 ,"6,815 ","52,905 ","17,596 ","18,994 ","4,037 ","20,839 ","17,808 ","39,509 ","19,787 ","9,420 ","11,360 ","6,792 ","5,705 ","13,018 ","4,657 ","25,791 ","46,779 ","11,587 ","8,175 ","8,714 ",249 ,"16,197 ","29,138 ","18,901 ",701 ,"106,882 ","12,240 ","85,535 ","35,765 ","72,006 ","5,832 ","54,389 ","10,239 ","12,075 ","31,921 ","33,507 ","26,518 ","92,468 ","10,588 ","11,288 ","16,328 ","5,292 ","6,736 ","27,845 ","16,340 ","6,544 ","90,475 ","20,778 ","45,797 ","40,464 ","31,554 ","10,983 ","67,921 ","18,520 ","43,669 ","50,487 ","224,872 ","97,157 ","26,245 ","21,893 ","29,830 ","109,784 ","14,584 ","51,171 ","9,751 ","16,342 ","50,480 ","38,023 ","19,947 ","27,969 ","48,291 ","9,230 ","16,106 ","18,232 ","17,768 ","38,886 ","19,293 ","22,135 ","14,554 ","25,532 ","49,485 ","25,023 ","150,345 ","3,987 ","185,189 ","62,220 ","5,133 ","9,412 ","3,476 ","23,602 ","19,708 ","106,386 ","127,196 ","50,073 ","11,260 ","7,026 ","16,689 ","22,076 ","20,351 ","176,148 ","170,274 ","36,018 ","71,761 ","34,597 ","47,217 ","17,832 ","642,750 ","14,649 ","89,929 ","54,750 ","32,909 ","26,264 ","10,792 ","28,102 ","24,595 ","4,443 ","15,568 ","221,309 ","26,853 ","62,771 ","9,858 ","19,800 ","29,894 ","109,119 ","35,831 ","20,877 ","23,587 ","1,889,486 ","923,949 ","17,490,065 ","2,161,484 ","519,792 ","356,260 ","800,707 ","158,109 ","338,085 ","27,540 ","46,233 ","67,904 ","57,130 ","33,289 ","36,246 ","76,727 ","259,970 ","9,582 ","234,445 ","279,987 ","91,776 ","26,078 ","53,722 ","44,309 ","45,330 ","27,812 ",0 ,"31,597,283 ","8,513,690 ","236,627 ",0 ,0 ,0 ,0 ,"2,522,874 ","11,273,191 ","42,870,474 ","42,253,725 ","616,749 ",0 ,"616,749 ",0 ,0 ," 42,870,474 ",,
680,주거서비스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"130,445,927 ",0 ,0 ,0 ,0 ,0 ,"119,259 ","130,565,186 ","130,565,186 ","130,119,505 ","445,681 ",0 ,"445,681 ",0 ,0 ," 130,565,186 ",,
691,비주거용 건물 임대 및 부동산 공급,354 ,"1,269 ","3,805 ",835 ,"5,317 ","2,383 ","8,667 ","10,973 ",238 ,56 ,501 ,"3,604 ","26,179 ","6,235 ","3,158 ","2,073 ","35,769 ","31,786 ","84,965 ","15,935 ","7,623 ","19,943 ","1,126 ","2,337 ","24,476 ","8,100 ","32,737 ","161,406 ","21,617 ","13,445 ","17,295 ",370 ,"20,498 ","30,212 ","68,302 ","1,385 ","103,972 ","3,378 ","12,296 ","15,119 ","56,300 ","3,921 ","72,701 ","16,066 ","5,981 ","57,297 ","38,697 ","16,937 ","63,138 ","9,414 ","7,775 ","9,103 ","7,710 ","4,413 ","19,324 ","16,640 ","1,048 ","25,742 ","5,550 ","27,303 ","11,789 ","14,425 ","10,734 ","40,582 ","8,065 ","28,086 ","51,877 ","44,263 ","20,988 ","13,712 ","16,288 ","30,246 ","15,020 ","4,390 ","55,227 ","4,959 ","22,908 ","39,533 ","29,524 ","35,106 ","69,849 ","46,958 ","3,018 ","9,724 ","7,745 ","13,827 ","20,731 ","14,974 ","9,461 ","7,758 ","14,802 ","9,702 ","22,309 ","62,358 ","1,126 ","82,138 ","18,622 ","1,379 ","1,344 ","2,416 ","31,957 ","70,983 ","176,739 ","27,480 ",792 ,798 ,"2,271 ","23,559 ","53,605 ","152,353 ","132,259 ","38,780 ","65,247 ","8,300 ","22,988 ","47,430 ","5,406 ","16,473,193 ",600 ,"145,604 ","39,402 ","26,559 ","93,841 ","134,457 ","318,345 ","331,708 ","11,682 ","98,079 ","6,958,881 ","130,018 ","165,214 ","21,278 ","79,473 ","115,860 ","378,949 ","174,710 ","106,338 ","154,958 ","606,894 ","448,347 ","1,013,464 ","489,283 ",0 ,"829,862 ","379,699 ","111,599 ","4,150,989 ","78,224 ","366,244 ","388,153 ","178,732 ","78,210 ","113,314 ","952,608 ","833,759 ","87,377 ","2,663,741 ","3,308,741 ","368,792 ","159,056 ","230,849 ","603,380 ","145,907 ","503,871 ","2,529 ","48,106,482 ",0 ,0 ,"23,784,747 ","19,945 ",0 ,0 ,"116,900 ","23,921,592 ","72,028,074 ","71,112,307 ","915,767 ",0 ,"915,767 ",0 ,0 ," 72,028,074 ",,
692,부동산 관련 서비스,308 ,404 ,"1,252 ","1,266 ","7,200 ","1,622 ","3,036 ","1,061 ",19 ,66 ,0 ,"1,553 ",240 ,307 ,11 ,26 ,301 ,"1,285 ","12,281 ","12,515 ",546 ,"5,075 ",150 ,402 ,"3,790 ","7,681 ","9,381 ","2,477 ","1,109 ","3,112 ","3,891 ",11 ,"1,050 ","9,304 ","1,155 ",7 ,783 ,154 ,"6,021 ","5,698 ","7,052 ",865 ,"4,084 ","2,719 ","1,411 ","5,734 ","4,747 ","2,737 ","20,949 ",582 ,992 ,"2,198 ","1,519 ",589 ,"4,983 ","6,052 ",221 ,"141,277 ","24,574 ","41,638 ","15,011 ","3,970 ","2,038 ","40,375 ","16,646 ","26,588 ","21,162 ","67,387 ","32,363 ","3,270 ","3,826 ","2,176 ","3,772 ","1,238 ","2,530 ",511 ,"1,221 ","1,011 ",636 ,"6,999 ","4,826 ","35,376 ",242 ,"1,142 ","4,046 ","1,080 ","5,116 ","5,434 ","1,226 ",486 ,"1,297 ","1,458 ","2,637 ","35,148 ",284 ,"84,182 ","5,835 ",168 ,54 ,"1,019 ","7,764 ","23,548 ","296,250 ","38,239 ","28,543 ","5,217 ",9 ,"16,113 ","12,491 ","245,397 ","119,214 ","72,120 ","28,474 ","34,595 ","17,950 ","22,703 ",424 ,"2,352,346 ","1,101 ","98,320 ","8,473 ","3,436 ","14,893 ","3,001 ","26,528 ","73,659 ","3,488 ","12,204 ","791,589 ","20,241 ","32,068 ","64,153 ","46,839 ","268,648 ","81,787 ","145,153 ","2,635 ","42,236 ","137,248 ","449,570 ","1,240,055 ","650,441 ","1,399,194 ","4,585,612 ","62,654 ","911,352 ","943,668 ","1,709 ","46,787 ","171,132 ","278,035 ","12,910 ","5,740 ","249,580 ","177,454 ","10,947 ","318,497 ","27,658 ","20,779 ","62,885 ","153,144 ","175,692 ","41,711 ","56,079 ",8 ,"18,077,649 ","16,123,257 ",0 ,"27,380,413 ",0 ,0 ,0 ,"10,678 ","43,514,348 ","61,591,997 ","61,552,093 ","39,904 ",0 ,"39,904 ",0 ,0 ," 61,591,997 ",,
700,연구개발,20 ,39 ,816 ,8 ,315 ,0 ,"3,516 ",591 ,0 ,0 ,0 ,179 ,"4,756 ","1,448 ","3,102 ","1,186 ","2,194 ","20,479 ","39,194 ","16,512 ","1,982 ","3,048 ",383 ,784 ,"6,735 ","1,432 ","3,706 ","5,088 ","1,243 ","1,293 ","1,450 ",185 ,"2,531 ","4,299 ","7,181 ",789 ,"34,761 ","12,601 ","17,799 ","28,047 ","66,772 ","8,857 ","155,176 ","21,175 ","26,780 ","69,867 ","117,458 ","21,179 ","97,317 ","6,992 ","12,972 ","16,856 ","3,445 ","2,331 ","6,134 ","4,632 ","1,566 ","165,213 ","70,808 ","9,514 ","5,015 ","11,412 ","13,231 ","33,859 ","22,137 ","18,329 ","30,652 ","1,172,732 ","96,260 ","28,491 ","44,742 ","19,719 ","123,064 ","25,114 ","335,242 ","46,736 ","42,614 ","61,468 ","55,610 ","32,904 ","13,494 ","136,114 ","7,805 ","32,463 ","21,819 ","22,242 ","47,793 ","33,401 ","39,897 ","9,890 ","18,355 ","94,909 ","60,704 ","121,776 ","4,722 ","682,272 ","42,330 ","9,390 ","4,462 ","5,693 ","7,519 ","7,649 ","1,668 ","36,695 ",405 ,909 ,"1,754 ","1,489 ","2,455 ","2,371 ","63,843 ","45,758 ","33,724 ","8,311 ","21,520 ","26,440 ",503 ,"145,118 ",369 ,"12,541 ",487 ,296 ,"10,442 ",53 ,"18,276 ","35,107 ",0 ,659 ,"1,132 ",335 ,"72,655 ","20,102 ","27,531 ","22,490 ","318,033 ","8,336 ","3,850 ","2,312 ","1,392 ",0 ,243 ,"3,897 ",0 ,"18,133 ","10,723 ","1,061,805 ","95,645 ","1,841 ","117,272 ","113,969 ","1,019 ","3,605 ","3,283 ","9,347 ","1,260 ",0 ,"1,996 ",451 ,0 ,"2,087 ","1,018 ","1,326 ",548 ,106 ,20 ,"7,157,721 ",0 ,0 ,"82,698,657 ","12,476,032 ",0 ,0 ,"5,221,976 ","100,396,665 ","107,554,386 ","94,927,482 ","12,626,904 ",0 ,"12,626,904 ",0 ,0 ," 107,554,386 ",,
711,법무 및 경영지원서비스,"3,598 ","4,488 ","12,181 ","4,839 ","97,572 ","2,409 ","87,338 ","30,655 ","22,304 ","19,373 ","1,390 ","99,927 ","573,399 ","158,567 ","340,628 ","237,644 ","630,735 ","652,245 ","1,042,939 ","311,940 ","202,421 ","187,315 ","150,731 ","74,274 ","149,781 ","74,358 ","349,699 ","218,464 ","60,562 ","98,380 ","62,698 ",394 ,"225,818 ","400,185 ","105,805 ","17,078 ","1,465,865 ","202,481 ","2,047,926 ","649,249 ","1,801,946 ","201,092 ","1,833,941 ","295,101 ","120,755 ","1,019,836 ","646,420 ","452,128 ","812,788 ","159,161 ","47,446 ","207,619 ","35,650 ","86,822 ","722,227 ","202,971 ","118,427 ","1,802,883 ","340,775 ","302,378 ","178,388 ","450,052 ","44,798 ","1,005,132 ","96,387 ","107,734 ","568,114 ","987,604 ","270,155 ","178,043 ","156,625 ","190,166 ","794,997 ","323,820 ","498,255 ","139,212 ","372,925 ","673,181 ","441,426 ","511,401 ","368,725 ","357,979 ","63,865 ","135,935 ","143,118 ","359,998 ","524,885 ","493,835 ","182,164 ","51,858 ","99,712 ","366,690 ","243,954 ","1,223,738 ","35,089 ","935,915 ","1,009,597 ","112,981 ","34,621 ","54,536 ","429,776 ","155,762 ","1,580,041 ","1,387,526 ","26,337 ","21,190 ","42,201 ","337,389 ","226,835 ","280,456 ","789,008 ","619,782 ","190,143 ","201,716 ","206,395 ","253,875 ","92,886 ","11,352,836 ","12,196 ","511,391 ","488,904 ","21,810 ","168,195 ","169,215 ","2,155,931 ","251,658 ","5,252 ","549,618 ","1,866,256 ","183,632 ","1,324,163 ","164,902 ","282,422 ","451,842 ","938,218 ","193,089 ","202,120 ","135,048 ","1,140,134 ","1,151,254 ","1,645,499 ","640,560 ",0 ,"1,409,302 ","349,172 ","3,010,179 ","2,896,719 ","35,502 ","400,303 ","883,131 ","827,048 ","400,051 ","148,326 ","1,902,806 ","665,818 ","18,369 ","1,536,459 ","494,617 ","261,563 ","178,900 ","394,205 ","339,264 ","912,693 ","60,326 ","3,562 ","87,051,409 ","2,242,980 ",0 ,0 ,0 ,0 ,0 ,"5,113,192 ","7,356,172 ","94,407,581 ","87,538,868 ","6,868,713 ",0 ,"6,868,713 ",0 ,0 ," 94,407,581 ",,
712,광고,"4,772 ","4,782 ","2,324 ",803 ,"2,581 ",541 ,895 ,"5,611 ",19 ,200 ,182 ,963 ,"51,530 ","24,942 ","31,700 ","5,759 ","26,148 ","23,717 ","165,280 ","4,805 ","142,841 ","61,131 ","45,135 ",381 ,"1,136 ",867 ,"22,210 ","83,575 ","30,167 ","1,006 ","3,731 ",211 ,"6,890 ","58,661 ","13,041 ",110 ,"13,650 ","2,049 ","1,754 ",726 ,"1,675 ",127 ,"220,116 ","15,259 ","12,818 ","120,337 ","13,356 ","12,860 ","54,634 ","103,875 ",270 ,"5,742 ","4,546 ",234 ,"10,963 ","5,047 ","1,071 ","6,636 ",583 ,"2,262 ",557 ,"4,878 ","1,784 ","7,248 ","2,684 ","9,928 ","46,074 ","51,210 ","31,737 ","8,620 ","6,911 ","15,402 ","130,365 ","172,914 ","29,280 ","7,430 ","4,764 ","24,131 ","21,365 ","3,348 ","180,635 ","19,632 ","3,424 ","4,845 ",343 ,"13,390 ","73,689 ","2,620 ","1,613 ",871 ,"1,769 ","2,725 ","2,057 ","178,742 ",615 ,"23,859 ","10,364 ",730 ,"14,732 ","4,485 ","43,724 ","69,571 ","39,418 ","36,745 ","9,930 ","1,708 ","4,870 ","11,337 ","29,967 ","29,072 ","251,823 ","253,105 ","59,357 ","63,748 ","48,079 ","74,715 ","27,915 ","5,948,478 ","2,033 ","33,980 ","6,888 ","20,675 ","7,452 ","3,214 ","10,212 ","7,815 ","12,566 ","39,689 ","264,797 ","64,470 ","470,643 ","5,930 ","36,735 ","722,184 ","1,169,920 ","4,838 ","315,324 ","207,715 ","132,816 ","92,202 ","150,169 ","40,874 ","39,666 ","160,754 ","8,370 ","44,247 ","629,678 ","8,872 ","16,443 ","25,904 ","27,602 ","13,760 ","21,758 ","70,207 ","412,277 ","13,410 ","440,052 ","56,619 ","40,352 ","217,605 ","151,736 ","49,160 ","113,000 ","114,221 ",429 ,"16,063,832 ","158,906 ",0 ,0 ,0 ,0 ,0 ,"1,385,417 ","1,544,323 ","17,608,155 ","14,678,409 ","2,929,746 ",0 ,"2,929,746 ",0 ,0 ," 17,608,155 ",,
721,건축·토목 관련 서비스,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,967 ","1,018 ",0 ,384 ,"1,593 ",729 ,"2,974 ",87 ,137 ,"1,251 ",0 ,100 ,90 ,0 ,103 ,58 ,59 ,20 ,46 ,0 ,0 ,142 ,69 ,0 ,0 ,0 ,0 ,11 ,60 ,0 ,0 ,7 ,0 ,259 ,7 ,0 ,"1,361 ",0 ,0 ,"2,908 ",810 ,11 ,"2,684 ","2,500 ",124 ,"1,615 ",4 ,386 ,302 ,444 ,484 ,"4,803 ",992 ,"4,785 ","3,013 ",0 ,0 ,0 ,0 ,0 ,0 ,"4,025 ",38 ,0 ,"2,100 ",0 ,0 ,0 ,"5,573 ",0 ,275 ,"1,523 ","1,535 ","3,438 ","2,194 ","2,406 ",842 ,383 ,"2,608 ","3,891 ","5,529 ",0 ,0 ,0 ,181 ,0 ,0 ,0 ,793 ,106 ,"5,366 ",0 ,0 ,"2,556 ",0 ,"11,061 ","12,060 ","3,278 ","6,311,602 ","6,745,590 ","242,065 ","1,563,337 ","1,431,862 ","1,555,618 ","536,833 ","6,281 ",0 ,"3,368 ","1,610 ",0 ,"5,022 ",0 ,0 ,0 ,0 ,0 ,610 ,"4,225 ","7,348 ",0 ,0 ,"3,128 ","7,060 ","1,543 ","2,122 ","3,064 ",0 ,0 ,0 ,0 ,0 ,"103,296 ","12,727 ","50,314 ","185,114 ","5,128 ","843,274 ","66,655 ","2,629 ","7,505 ","3,559 ","5,471 ","858,072 ",15 ,"8,591 ",26 ,"4,554 ","4,395 ",205 ,0 ,"1,558 ",35 ,445 ,"20,706,014 ","42,016 ",0 ,0 ,0 ,0 ,0 ,"4,680,515 ","4,722,531 ","25,428,545 ","24,282,806 ","1,145,739 ",0 ,"1,145,739 ",0 ,0 ," 25,428,545 ",,
729,기타 과학기술 및 전문서비스 ,"7,561 ","8,107 ","1,901 ","340,277 ","486,569 ","10,153 ","31,698 ","24,450 ","5,943 ",295 ,201 ,"31,739 ","88,887 ","33,470 ","18,364 ","6,489 ","9,701 ","35,382 ","56,478 ","55,874 ","17,412 ","19,960 ","1,639 ","5,764 ","29,303 ","30,841 ","36,155 ","221,521 ","56,684 ","20,524 ","19,641 ",439 ,"30,177 ","56,360 ","53,955 ","35,129 ","811,809 ","42,952 ","235,897 ","89,555 ","384,883 ","26,872 ","61,712 ","43,632 ","31,606 ","203,619 ","122,214 ","139,526 ","590,732 ","35,841 ","60,195 ","90,658 ","22,956 ","11,577 ","101,790 ","92,776 ","6,191 ","863,002 ","193,433 ","230,938 ","265,806 ","178,996 ","76,152 ","318,247 ","223,337 ","191,640 ","273,610 ","1,512,882 ","760,967 ","131,062 ","121,334 ","54,270 ","641,396 ","114,978 ","304,319 ","70,416 ","146,463 ","209,369 ","199,677 ","160,923 ","137,023 ","230,404 ","65,931 ","228,178 ","101,246 ","144,809 ","162,396 ","113,646 ","130,037 ","56,113 ","144,976 ","198,525 ","106,251 ","1,118,630 ","25,411 ","1,762,174 ","437,147 ","32,619 ","29,893 ","29,043 ","128,524 ","121,535 ","447,154 ","368,442 ","8,329 ","59,152 ","10,626 ","50,832 ","118,741 ","539,139 ","61,084 ","44,307 ","91,856 ","164,635 ","147,218 ","156,122 ","25,990 ","1,424,675 ","37,907 ","156,216 ","58,295 ","29,278 ","37,165 ","22,457 ","22,361 ","49,083 ","67,006 ","21,449 ","352,292 ","48,702 ","525,763 ","189,325 ","771,253 ","237,410 ","666,199 ","246,949 ","195,342 ","836,037 ","167,247 ","155,568 ","192,160 ","51,286 ","8,986 ","192,117 ","82,763 ","2,525,281 ","900,419 ","628,023 ","243,415 ","1,789,052 ","398,447 ","111,490 ","57,071 ","198,240 ","1,038,789 ","7,082 ","1,048,855 ","458,515 ","69,427 ","100,783 ","65,482 ","30,363 ","13,191 ","33,095 ",351 ,"36,700,053 ","2,534,479 ",0 ,"199,107 ",0 ,0 ,0 ,"2,538,377 ","5,271,963 ","41,972,016 ","39,466,814 ","2,505,202 ",0 ,"2,505,202 ",0 ,0 ," 41,972,016 ",,
