순취득",수출,최종수요계,총수요계,,
439,기타 제조업제품,470 ,192 ,350 ,"1,626 ","2,467 ",249 ,"2,654 ","1,815 ",18 ,2 ,3 ,"1,934 ","1,494 ","1,245 ",36 ,16 ,381 ,809 ,"3,549 ",499 ,"1,045 ",463 ,"166,825 ","1,029 ","3,639 ",551 ,"1,700 ","62,480 ","3,054 ","3,518 ","7,712 ",86 ,"4,364 ","8,147 ","6,642 ",217 ,"13,446 ",298 ,580 ,855 ,"2,768 ",93 ,352 ,140 ,821 ,"11,573 ",256 ,867 ,"6,223 ",137 ,969 ,"1,592 ",330 ,199 ,"2,027 ",840 ,11 ,"5,937 ",592 ,812 ,864 ,"3,037 ","1,021 ","5,684 ","5,341 ","4,513 ","12,219 ",193 ,217 ,237 ,555 ,66 ,479 ,101 ,"2,313 ",316 ,562 ,"3,281 ",47 ,"1,349 ",666 ,"4,676 ",361 ,"1,227 ","1,140 ",705 ,"5,139 ",512 ,"1,385 ",217 ,725 ,"1,341 ","1,551 ",246 ,32 ,501 ,163 ,245 ,304 ,"1,020 ","2,894 ","167,771 ","43,025 ","2,160 ",310 ,"6,621 ",277 ,"96,578 ","5,694 ","1,329 ","38,532 ","11,027 ","2,534 ","1,098 ","2,629 ","2,930 ",183 ,"411,113 ",126 ,792 ,"1,344 ",155 ,"24,006 ","6,598 ","7,782 ","8,919 ","1,846 ","17,898 ","951,339 ","18,171 ","5,750 ","16,581 ","13,350 ","13,921 ","9,786 ","61,711 ",280 ,"40,408 ","13,087 ","27,658 ","23,547 ","7,403 ",0 ,"34,762 ","141,967 ","82,581 ","402,014 ","90,135 ","38,880 ","72,414 ","203,247 ","16,667 ","34,553 ","77,693 ","536,857 ","21,054 ","664,747 ","156,421 ","395,410 ","212,902 ","374,672 ","333,602 ","4,283 ","46,442 ","6,663 ","6,424,679 ","1,171,042 ",0 ,"624,232 ","8,004 ","274,549 ","697,818 ","2,243,008 ","5,018,653 ","11,443,332 ",,
440,제조임가공 및 산업용 장비 수리,"16,402 ","10,319 ","1,977 ","59,756 ","114,155 ","5,412 ","97,979 ","3,309 ","19,390 ",63 ,"4,667 ","75,128 ","1,091,984 ","357,823 ","486,258 ","8,875 ","221,794 ","363,109 ","1,015,083 ","219,166 ","27,139 ","156,216 ","27,394 ","251,379 ","662,007 ","18,688 ","713,164 ","1,364,637 ","351,384 ","221,301 ","140,745 ","4,344 ","212,672 ","763,256 ","59,935 ","19,078 ","404,829 ","101,216 ","390,585 ","158,658 ","1,020,188 ","106,618 ","1,421,408 ","143,105 ","101,728 ","412,139 ","123,984 ","494,727 ","2,159,438 ","24,970 ","389,542 ","462,523 ","74,578 ","36,535 ","269,604 ","290,211 ","82,068 ","803,287 ","86,564 ","990,582 ","275,384 ","414,128 ","501,496 ","1,709,824 ","1,136,733 ","79,476 ","1,606,341 ","5,709,954 ","1,526,455 ","1,178,948 ","459,561 ","315,251 ","207,422 ","176,229 ","1,743,604 ","662,916 ","194,596 ","820,013 ","329,804 ","397,070 ","834,596 ","771,908 ","193,648 ","425,389 ","615,081 ","211,827 ","750,044 ","441,194 ","901,421 ","523,886 ","1,508,764 ","701,286 ","1,129,225 ","539,189 ","93,783 ","1,959,365 ","3,128,981 ","99,263 ","204,386 ","70,026 ","420,778 ","958,411 ","6,653,564 ","111,732 ","227,018 ","191,932 ","37,759 ","257,122 ","10,162 ","50,509 ","17,644 ","21,194 ","18,220 ","48,136 ","56,095 ","39,500 ","11,227 ","601,063 ",247 ,"12,045 ","2,146 ",34 ,"40,541 ","15,020 ","13,583 ","12,996 ","3,117 ","7,044 ","103,625 ","1,063 ","49,812 ","8,045 ","2,704 ","4,917 ","109,134 ","25,583 ",482 ,"10,000 ","14,074 ","19,244 ","9,310 ","12,992 ",0 ,"46,317 ","19,677 ","103,080 ","136,954 ",748 ,"9,005 ","41,269 ","712,937 ","23,009 ","100,473 ","43,293 ","277,076 ","2,606 ","277,036 ","1,044,387 ","244,341 ","85,703 ","25,256 ","46,297 ","2,668 ","9,078 ","1,467 ","67,726,043 ","26,446 ",0 ,0 ,0 ,0 ,0 ,"3,546,024 ","3,572,470 ","71,298,513 ",,
450,전력 및 신재생에너지,"111,466 ","233,926 ","66,196 ","167,673 ","209,591 ","52,389 ","150,077 ","31,209 ","19,189 ",331 ,"2,372 ","170,810 ","199,983 ","54,955 ","84,557 ","74,086 ","289,654 ","142,019 ","274,462 ","95,621 ","43,955 ","66,325 ","18,683 ","86,694 ","191,793 ","15,128 ","176,029 ","129,412 ","40,901 ","107,954 ","65,524 ","8,645 ","727,440 ","266,027 ","232,643 ","36,930 ","1,227,466 ","53,998 ","1,812,259 ","1,414,074 ","1,353,800 ","269,937 ","216,061 ","64,871 ","42,620 ","477,825 ","248,561 ","353,614 ","468,819 ","157,519 ","82,725 ","391,743 ","112,324 ","522,538 ","86,316 ","193,735 ","517,260 ","3,184,474 ","597,461 ","522,059 ","781,047 ","332,482 ","240,998 ","507,657 ","414,025 ","1,448,765 ","440,874 ","3,570,275 ","1,199,925 ","583,217 ","352,359 ","9,084 ","219,635 ","28,455 ","156,518 ","31,222 ","135,030 ","333,050 ","368,139 ","79,782 ","76,610 ","182,828 ","49,111 ","85,113 ","152,611 ","57,979 ","134,275 ","215,761 ","128,093 ","61,895 ","293,850 ","131,453 ","143,976 ","359,480 ","44,268 ","882,253 ","390,479 ","8,889 ","29,405 ","5,470 ","55,232 ","29,883 ","188,058 ","306,295 ","25,329 ","152,776 ","289,904 ","115,352 ","109,799 ","125,005 ","104,801 ","118,059 ","10,370 ","54,754 ","85,377 ","69,616 ","27,120 ","2,416,345 ","621,420 ","143,528 ","81,337 ","14,136 ","81,625 ","29,543 ","316,994 ","445,605 ","42,863 ","54,089 ","597,339 ","172,169 ","426,092 ","32,257 ","95,404 ","78,122 ","94,615 ","31,087 ","41,681 ","44,680 ","176,675 ","81,281 ","335,060 ","49,698 ","453,445 ","729,193 ","219,794 ","1,038,540 ","2,676,644 ","21,570 ","32,970 ","85,972 ","90,458 ","33,599 ","48,073 ","104,442 ","633,298 ","19,558 ","2,024,001 ","824,082 ","282,777 ","184,636 ","410,657 ","104,698 ","70,782 ","217,818 ","1,789 ","52,363,217 ","9,409,689 ",0 ,0 ,0 ,0 ,0 ,"105,695 ","9,515,384 ","61,878,601 ",,
461,도시가스,8 ,23 ,178 ,11 ,19 ,3 ,351 ,208 ,42 ,0 ,0 ,543 ,"65,029 ","13,930 ","1,567 ","52,255 ","113,435 ","47,201 ","97,315 ","22,904 ","30,162 ","35,558 ","9,543 ","4,228 ","41,475 ","3,347 ","17,235 ","9,603 ","2,511 ","8,506 ","11,525 ",2 ,"88,893 ","41,351 ","4,087 ",53 ,"322,780 ","4,454 ","132,206 ","124,948 ","110,855 ","110,032 ","52,830 ","6,939 ","20,251 ","37,296 ","71,295 ","54,357 ","57,354 ","55,310 ","69,381 ","89,042 ","66,631 ","10,369 ","27,235 ","84,726 ","25,796 ","1,028,229 ","14,744 ","118,866 ","62,404 ","113,102 ","11,016 ","36,266 ","44,079 ","16,185 ","58,099 ","209,445 ","58,233 ","84,055 ","25,294 ","25,585 ","10,777 ","3,808 ","6,351 ","4,003 ","5,234 ","5,730 ","71,684 ","3,604 ","6,328 ","8,142 ","3,538 ","4,949 ","5,235 ","1,129 ","7,127 ","4,431 ","9,204 ","1,252 ","7,582 ","6,213 ","2,019 ","224,116 ",552 ,"110,061 ","40,915 ","1,549 ","2,881 ",430 ,"6,507 ","3,749 ","80,298 ","7,785,467 ","8,656 ","269,710 ","1,989 ","2,232 ","3,402 ","4,413 ","10,327 ","15,137 ",980 ,439 ,740 ,"6,894 ",275 ,"97,959 ","3,605 ","674,553 ","1,166 ","3,044 ","18,290 ","2,113 ","10,409 ","2,660 ","3,521 ","6,362 ","321,160 ","23,165 ","4,950 ","2,569 ","3,892 ","2,199 ",762 ,934 ,"2,310 ","3,747 ","5,308 ","10,272 ","14,172 ","5,987 ","8,494 ","42,967 ","2,955 ","49,076 ","302,730 ","3,209 ","6,794 ","6,186 ","5,653 ","3,067 ","5,842 ","4,524 ","75,861 ",931 ,"422,667 ","256,744 ","227,994 ","15,155 ","83,742 ","16,550 ","7,410 ","44,164 ",0 ,"15,740,673 ","7,668,005 ",0 ,0 ,0 ,0 ,0 ,"13,346 ","7,681,351 ","23,422,024 ",,
462,증기 및 온수 공급,0 ,0 ,0 ,0 ,0 ,0 ,0 ,553 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,063 ",0 ,0 ,0 ,0 ,"15,665 ","5,332 ",0 ,"2,838 ","1,808 ","148,331 ",797 ,0 ,"4,688 ",0 ,0 ,0 ,"200,472 ","14,577 ",0 ,0 ,"1,074,558 ","9,072 ","621,559 ","25,022 ","620,598 ","12,264 ","9,256 ","30,657 ","1,058 ","1,657 ","57,161 ",77 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"37,359 ",220 ,0 ,910 ,29 ,306 ,"3,357 ",0 ,295 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,307 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"161,843 ",0 ,0 ,"1,242,390 ",0 ,0 ,0 ,597 ,"13,278 ","17,323 ",0 ,446 ,26 ,819 ,7 ,"169,903 ",0 ,"2,309 ",141 ,825 ,21 ,"2,254 ","16,277 ","1,644 ",0 ,0 ,"26,553 ","1,684 ",56 ,0 ,"1,499 ",26 ,0 ,0 ,0 ,63 ,"8,724 ","6,770 ","23,955 ","9,556 ",0 ,"8,871 ",0 ,0 ,"73,507 ",0 ,47 ,"1,284 ",0 ,0 ,"1,257 ","1,865 ","1,643 ",0 ,"121,646 ","2,063 ","29,360 ",778 ,744 ,"58,987 ",0 ,"33,327 ",5 ,"4,965,219 ","1,382,944 ",0 ,0 ,0 ,0 ,0 ,"2,684 ","1,385,628 ","6,350,847 ",,
470,수도,37 ,109 ,439 ,"2,426 ","19,588 ",569 ,"11,348 ","9,461 ",135 ,108 ,1 ,"8,980 ","10,460 ","2,219 ",0 ,32 ,305 ,"1,315 ","2,024 ","1,975 ","1,323 ","2,787 ",162 ,523 ,918 ,"53,045 ","2,131 ","1,045 ",496 ,"1,426 ",816 ,132 ,"1,397 ","1,530 ","1,440 ",257 ,"12,547 ",255 ,"1,594 ","2,165 ","5,742 ",251 ,"1,393 ",724 ,264 ,"1,205 ","1,169 ","1,052 ","12,336 ",164 ,300 ,"2,120 ",715 ,606 ,"7,883 ","1,246 ",130 ,"34,929 ","1,832 ","16,400 ",832 ,"1,380 ",992 ,"12,455 ","10,095 ","22,300 ","5,160 ",598 ,"2,014 ",591 ,771 ,200 ,950 ,389 ,769 ,736 ,637 ,"1,010 ",511 ,"1,809 ",610 ,"1,204 ",608 ,808 ,573 ,"1,300 ","3,737 ","1,674 ",676 ,226 ,"1,096 ","1,471 ",806 ,"2,922 ",285 ,"14,598 ","1,494 ",424 ,98 ,356 ,"1,778 ","1,923 ","23,273 ","8,375 ",168 ,"3,551 ","10,765 ","11,608 ","19,269 ","52,558 ",310 ,"16,237 ","2,157 ","2,447 ","1,888 ","1,797 ",144 ,"75,886 ","1,231 ","25,755 ","2,163 ",194 ,"8,200 ","4,472 ","12,404 ","6,339 ",950 ,396 ,"247,057 ","54,558 ","24,562 ","1,687 ","9,428 ","5,536 ","1,640 ","11,012 ","2,211 ","7,702 ","16,308 ","31,798 ","88,567 ","21,839 ","25,471 ","17,295 ","7,689 ","116,900 ","269,622 ","1,552 ","49,695 ","34,041 ","17,338 ","24,890 ","28,138 ","34,185 ","164,443 ","3,889 ","128,352 ","269,245 ","52,439 ","23,845 ","52,422 ","11,857 ","4,479 ","107,875 ",39 ,"2,612,990 ","1,918,326 ",0 ,0 ,0 ,0 ,0 ,"2,787 ","1,921,113 ","4,534,103 ",,
480,폐수처리,0 ,0 ,"1,307 ",364 ,"4,054 ",41 ,"4,769 ","2,694 ",150 ,25 ,30 ,"1,260 ","76,735 ","35,682 ","2,107 ","5,144 ","8,652 ","17,648 ","11,653 ","7,630 ","7,744 ","22,511 ","1,098 ","4,495 ","9,008 ","52,956 ","4,574 ","4,580 ","15,938 ","1,954 ","8,961 ","2,948 ","9,407 ","3,995 ","9,496 ",411 ,"20,653 ","4,395 ","69,027 ","53,454 ","77,081 ","7,629 ","7,650 ","4,675 ","12,659 ","9,471 ","37,156 ","61,947 ","32,457 ",985 ,"9,258 ","13,439 ","3,407 ","1,122 ","11,594 ","25,550 ",508 ,"90,892 ","10,733 ","14,637 ","17,338 ","45,427 ","5,574 ","72,217 ","64,078 ","70,988 ","25,283 ","4,121 ",596 ,"14,812 ","15,192 ","1,294 ","5,644 ","8,770 ","7,483 ","7,648 ","5,132 ","4,623 ","5,126 ",565 ,"8,646 ","2,140 ","3,273 ","1,826 ","8,786 ",594 ,"14,297 ","3,050 ","2,230 ","2,004 ","9,549 ","2,516 ","4,055 ","20,578 ",515 ,"17,426 ","6,042 ","1,396 ",174 ,"1,565 ","4,838 ","4,436 ","99,172 ","67,007 ",902 ,"11,008 ","4,025 ","598,717 ","398,436 ","69,094 ","38,478 ","32,078 ","32,692 ","5,304 ","13,224 ","7,298 ","1,798 ","57,600 ","3,275 ","97,636 ",761 ,731 ,"4,939 ","41,724 ","35,299 ","10,109 ","3,048 ",56 ,"210,144 ","63,273 ","5,953 ","16,246 ","2,311 ",657 ,0 ,"2,387 ","19,612 ","13,959 ","15,267 ","1,530 ","9,183 ",94 ,0 ,"183,663 ","7,792 ","14,673 ","2,789 ",421 ,469 ,"8,360 ","2,739 ","27,923 ","3,343 ","2,572 ","583,132 ","14,726 ","447,104 ","429,833 ","200,287 ","52,748 ","66,975 ","1,851 ","13,848 ","75,887 ","6,153 ","5,564,562 ","1,545,279 ","1,578,036 ",0 ,0 ,0 ,0 ,"2,420 ","3,125,735 ","8,690,297 ",,
491,폐기물처리,0 ,0 ,"3,353 ","1,949 ","13,391 ",269 ,"13,246 ","12,399 ",206 ,8 ,282 ,"3,503 ","97,774 ","14,386 ","2,662 ","23,876 ","17,987 ","34,647 ","46,859 ","4,040 ","23,968 ","28,489 ","1,333 ","16,866 ","21,865 ","104,372 ","11,127 ","1,650 ","35,133 ","7,174 ","16,534 ","15,322 ","26,246 ","11,275 ","24,374 ",38 ,"28,615 ","10,936 ","48,522 ","202,905 ","156,120 ","25,394 ","47,219 ","8,089 ","48,074 ","45,256 ","128,620 ","122,463 ","100,357 ","6,170 ","40,284 ","39,534 ","11,334 ",241 ,"13,496 ","40,637 ","2,481 ","105,743 ","12,921 ","12,120 ","65,712 ","67,256 ","14,941 ","78,354 ","70,878 ","249,940 ","64,795 ","11,101 ","1,020 ","52,344 ","18,751 ","3,722 ","3,161 ","13,553 ","15,320 ","46,696 ","15,372 ","14,399 ","33,048 ","2,188 ","50,186 ","2,311 ","6,506 ","8,588 ","27,958 ","1,333 ","32,428 ","4,112 ","11,029 ","8,860 ","26,186 ","6,655 ","5,405 ","41,774 ",764 ,"48,709 ","40,276 ","5,364 ",555 ,800 ,"25,892 ","13,604 ","77,204 ","57,589 ",485 ,"10,745 ","4,708 ","363,907 ","387,052 ","2,098 ","9,379 ","15,334 ","11,678 ","5,412 ","20,931 ","13,969 ","4,773 ","37,817 ","8,915 ","157,800 ","1,490 ",192 ,"44,530 ","52,184 ","13,415 ","2,226 ",821 ,"1,299 ","1,442,496 ","209,513 ","47,440 ","46,805 ","16,138 ","7,123 ",0 ,"27,675 ","18,021 ","56,641 ","72,002 ","24,246 ","57,738 ",92 ,0 ,"1,070,003 ","44,252 ","227,117 ","19,827 ","5,243 ","32,404 ","65,981 ","22,225 ","118,700 ","35,517 ","33,731 ","285,674 ","22,918 ","643,074 ","1,086,727 ","88,856 ","15,268 ","130,313 ","1,340 ","223,712 ","92,850 ",607 ,"10,704,202 ","1,674,571 ","2,248 ",0 ,0 ,0 ,0 ,"21,081 ","1,697,900 ","12,402,102 ",,
492,자원재활용서비스,0 ,"1,248 ","2,349 ",0 ,"3,028 ",0 ,301 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,041 ",98 ,854 ,"170,213 ","116,473 ",0 ,0 ,"1,931 ",0 ,"12,642 ","1,515 ","23,702 ",575 ,"9,975 ","2,944 ","287,860 ","31,572 ",0 ,0 ,0 ,"46,965 ","86,867 ","46,892 ","40,130 ","4,485 ","1,890 ","23,715 ",437 ,"16,091 ","190,638 ","368,852 ","952,176 ","11,020 ","27,173 ","48,914 ","59,522 ","41,913 ","115,147 ","92,365 ","183,705 ","1,475,040 ","227,915 ","230,887 ","161,750 ","995,482 ","327,118 ","10,631 ","25,385 ","58,566 ",0 ,"5,640 ",0 ,"2,236 ","6,091 ",0 ,"3,649 ",0 ,0 ,0 ,0 ,0 ,0 ,"88,744 ",0 ,0 ,0 ,0 ,"6,736 ",0 ,0 ,644 ,0 ,"9,928 ","420,376 ",0 ,"1,753 ","10,855 ",0 ,"155,561 ","7,508 ",0 ,0 ,0 ,0 ,0 ,0 ,"152,222 ",0 ,0 ,0 ,258 ,27 ,0 ,"1,555 ","6,277 ",1 ,332 ,"47,973 ",866 ,60 ,205 ,0 ,"25,654 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"81,090 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,859 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,653 ,0 ,"7,588,745 ",0 ,0 ,0 ,0 ,0 ,0 ,"368,704 ","368,704 ","7,957,449 ",,
501,주거용 건물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"86,369,230 ","1,122,276 ","370,730 ",0 ,0 ,"87,862,236 ","87,862,236 ",,
502,비주거용 건물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"64,563,908 ","28,666,155 ",0 ,0 ,0 ,"93,230,063 ","93,230,063 ",,
503,건축보수,"20,510 ","13,758 ","13,235 ","6,783 ","59,840 ","38,061 ","34,972 ","2,545 ",499 ,584 ,393 ,"43,387 ","12,376 ","4,951 ","5,755 ","2,600 ","4,756 ","26,927 ","88,218 ","12,417 ","7,573 ","9,978 ","1,415 ","1,602 ","7,814 ","5,483 ","6,118 ","7,202 ","1,213 ","24,633 ","5,636 ","2,326 ","20,067 ","14,775 ","20,655 ","6,160 ","189,919 ","4,137 ","18,727 ","16,854 ","155,588 ","6,546 ","16,287 ","7,269 ","9,161 ","22,276 ","11,946 ","43,394 ","142,980 ","1,390 ","12,505 ","31,075 ","2,668 ","1,227 ","15,181 ","14,511 ","8,370 ","134,281 ","8,244 ","9,854 ","52,412 ","34,510 ","11,760 ","58,907 ","34,774 ","43,728 ","88,908 ","106,809 ","8,189 ","1,880 ","8,447 ",391 ,375 ,"1,818 ","20,064 ","1,128 ","13,496 ","54,282 ","3,594 ","31,196 ","6,893 ","50,995 ","5,663 ","13,770 ","20,500 ","7,637 ","17,859 ","7,203 ","7,771 ","5,292 ","12,510 ","20,275 ","10,735 ","4,146 ",707 ,"22,061 ","2,762 ","3,494 ",361 ,"2,011 ","15,673 ","10,444 ","28,304 ","383,006 ","17,974 ","210,148 ","29,655 ","77,912 ","67,169 ","6,190 ","9,230 ","13,704 ","2,619 ","1,670 ","4,480 ","4,936 ",136 ,"702,209 ","1,077 ","21,764 ","12,195 ","2,115 ","117,498 ","28,339 ","46,152 ","23,520 ","10,543 ","11,735 ","950,721 ","189,021 ","102,741 ","61,580 ","6,222 ","13,886 ","259,179 ","24,916 ","1,114 ","32,937 ","39,213 ","39,403 ","12,260 ","12,778 ","6,356,199 ","2,879,901 ","56,328 ","699,809 ","429,418 ","9,568 ","15,252 ","106,759 ","386,146 ","35,846 ","9,121 ","89,044 ","1,596,097 ","54,435 ","268,213 ","121,265 ","65,810 ","71,841 ","143,689 ","198,737 ","7,818 ","62,158 ","12,769 ","19,501,511 ",0 ,0 ,0 ,0 ,0 ,0 ,"11,874 ","11,874 ","19,513,385 ",,
511,교통시설 건설,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,619,148 ","17,463,035 ",0 ,0 ,0 ,"24,082,183 ","24,082,183 ",,
512,일반토목시설 건설,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,717,548 ","15,386,050 ",0 ,0 ,0 ,"18,103,598 ","18,103,598 ",,
513,산업시설 건설,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"24,351,911 ","3,792,491 ",0 ,0 ,0 ,"28,144,402 ","28,144,402 ",,
